Event	ID	Name			Wwise Object Path	Notes
	84651515	Set_Switch_Indoors			\Parameters & RTPCs\Set_Switch_Indoors	
	232771087	Set_Bus_Volume_EnergyContainerRaise			\Ambience\Player_Ambience\Set_Bus_Volume_EnergyContainerRaise	
	279980751	Play_EnergyContainer			\Ambience\Player_Ambience\Play_EnergyContainer	
	807691333	Play_HealthStablelized			\PlayerCombat\Health & Status\Play_HealthStablelized	
	903081441	Play_AmbienceMain			\Ambience\Ambiance\Play_AmbienceMain	
	1067892795	Set_Game_Parameter_Energy			\Parameters & RTPCs\Set_Game_Parameter_Energy	
	1263003455	Set_Bus_Volume_EnergyContainerDrawn			\Ambience\Player_Ambience\Set_Bus_Volume_EnergyContainerDrawn	
	1279037710	Play_LowHealth			\PlayerCombat\Health & Status\Play_LowHealth	
	1489914647	Test_WeaponHit			\Testing\Test_WeaponHit	
	1602358412	Play_Footstep			\Player_Locomotion\Play_Footstep	
	1790218583	Set_State_Critical			\Parameters & RTPCs\Set_State_Critical	
	1940605390	Set_Game_Parameter_PlayerHealth			\Parameters & RTPCs\Set_Game_Parameter_PlayerHealth	
	1958090894	Play_TestSounds			\Testing\Play_TestSounds	
	2023464044	Reset_Bus_Volume_EnergyContainerFade			\Ambience\Player_Ambience\Reset_Bus_Volume_EnergyContainerFade	
	2067572684	Play_Saideed_Attack			\Saideed\SaideedCombat\Play_Saideed_Attack	
	2348797877	Set_State_Stable			\Parameters & RTPCs\Set_State_Stable	
	2566296259	Play_Saideed_Buff			\Saideed\SaideedCombat\Play_Saideed_Buff	
	2698743346	Set_Switch_Outdoors			\Parameters & RTPCs\Set_Switch_Outdoors	
	2712836335	Play_Saideed_Hit			\Saideed\SaideedCombat\Play_Saideed_Hit	
	2848865453	Play_WeaponHit			\PlayerCombat\Melee\Legacy\Play_WeaponHit	
	2976310650	Play_Saideed_Swing			\Saideed\SaideedCombat\Play_Saideed_Swing	
	3019852061	Play_Saideed_Footsteps			\Saideed\SaideedLocomotion\Play_Saideed_Footsteps	
	3374822339	Play_Holstergun			\PlayerCombat\Ranged\Play_Holstergun	
	3375703639	Play_SuitBeepLoop			\SuitAI\SuitHealth\Play_SuitBeepLoop	
	3411299036	Reset_Bus_Volume_EnergyContainerHolstered			\Ambience\Player_Ambience\Reset_Bus_Volume_EnergyContainerHolstered	
	3458063322	Play_HealthStatus			\SuitAI\SuitHealth\Play_HealthStatus	
	3509501661	Play_WaveGunPrimaryFire			\PlayerCombat\Ranged\Play_WaveGunPrimaryFire	
	3666052522	Play_WaveGunTriggerEmpty			\PlayerCombat\Ranged\Play_WaveGunTriggerEmpty	
	3706368928	Play_WeaponSwing			\PlayerCombat\Melee\Legacy\Play_WeaponSwing	
	3989565022	Play_DrawGun			\PlayerCombat\Ranged\Play_DrawGun	
	4176239568	Play_EnergyStatus			\SuitAI\SuitEnergy\Play_EnergyStatus	

Switch Group	ID	Name			Wwise Object Path	Notes
	100240665	AmbEnvironmentTypes			\AmbianceSwitches\AmbEnvironmentTypes	
	636447081	EnergySwitches			\AISuit\EnergySwitches	
	2433516787	HealthSwitches			\AISuit\HealthSwitches	
	3865314626	Material			\Default Work Unit\Material	

Switch	ID	Name	Switch Group			Notes
	863743917	Trainyard	AmbEnvironmentTypes			
	2730119150	Outdoors	AmbEnvironmentTypes			
	3390100962	CorporationOutdoors	AmbEnvironmentTypes			
	4103860031	Indoors	AmbEnvironmentTypes			
	300626741	FiftyFive	EnergySwitches			
	416905362	Sixty	EnergySwitches			
	614582933	Fifty	EnergySwitches			
	787714852	Fifteen	EnergySwitches			
	855561750	Twenty	EnergySwitches			
	859499836	FourtyFive	EnergySwitches			
	917820997	Seventy	EnergySwitches			
	1048449613	Max	EnergySwitches			
	1459214866	SixtyFive	EnergySwitches			
	1461439505	Thirty	EnergySwitches			
	2533513560	Ninety	EnergySwitches			
	2929686485	TwentFive	EnergySwitches			
	3031318901	TenPercent	EnergySwitches			
	3224124825	ThirtyFive	EnergySwitches			
	3312564348	FivePercent	EnergySwitches			
	3530380408	NinetyFive	EnergySwitches			
	3601838981	SeventyFive	EnergySwitches			
	3981618731	EightyFive	EnergySwitches			
	4215888580	Fourty	EnergySwitches			
	4288211107	Eighty	EnergySwitches			
	545371365	Low	HealthSwitches			
	1422736200	Stable	HealthSwitches			
	1291433366	Base	Material			
	2185786256	Gravel	Material			

Game Parameter	ID	Name			Wwise Object Path	Notes
	151362964	PlayerHealth			\Default Work Unit\PlayerHealth	
	1345584937	Energy			\Default Work Unit\Energy	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	3247321	Saideed Attack - 2	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Saideed Noises\Saideed Attack\Saideed Attack - 2_10C4C929.wem		\Actor-Mixer Hierarchy\Alpha-Sounds\Saideed\SaideedCombat\Saideed Actions\Saideed Attack\Saideed Attack - 2		460864
	8105765	Suit - 50Percent	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Suit AI\Percentages\Suit - 50Percent_10C4C929.wem		\Actor-Mixer Hierarchy\Alpha-Sounds\AI Suit\Suit\Suit AI\EnergyPercentages\Suit - 50Percent		691264
	10474873	Suit - 75Percent	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Suit AI\Percentages\Suit - 75Percent_10C4C929.wem		\Actor-Mixer Hierarchy\Alpha-Sounds\AI Suit\Suit\Suit AI\EnergyPercentages\Suit - 75Percent		691264
	10784390	Suit - 85Percent	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Suit AI\Percentages\Suit - 85Percent_10C4C929.wem		\Actor-Mixer Hierarchy\Alpha-Sounds\AI Suit\Suit\Suit AI\EnergyPercentages\Suit - 85Percent		691264
	28427238	FS 1 M3 Equipment1 - 3	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\NovaStrike Footstep Package\FS 1 M3 Equipment1\FS 1 M3 Equipment1 - 3_10C4C929.wem		\Actor-Mixer Hierarchy\Alpha-Sounds\Player\PlayerLocomotion\PlayerFootsteps\FS 1 M3 Equipment1\FS 1 M3 Equipment1 - 3		54064
	29244023	Saideed Swing - 1	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Saideed Noises\Saideed Swing\Saideed Swing - 1_10C4C929.wem		\Actor-Mixer Hierarchy\Alpha-Sounds\Saideed\SaideedCombat\Saideed Actions\Saideed Swing\Saideed Swing - 1		230464
	32156745	BloodSplat - 3	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\HItSFXPackage\Blood Splat\BloodSplat - 3_10C4C929.wem		\Actor-Mixer Hierarchy\Alpha-Sounds\Player\PlayerCombat\PlayerMelee\Weapon\Blood Splat\BloodSplat - 3		113016
	46936019	FS 1 Bass-1	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\NovaStrike Footstep Package\FS 1 M1\FS 1 Bass-1_10C4C929.wem		\Actor-Mixer Hierarchy\Alpha-Sounds\Player\PlayerLocomotion\PlayerFootsteps\FS 1 M1\FS 1 Bass-1		53824
	48849822	Transient Layer 2 - 4	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\PrimaryFireSFX\Transient\Transient Layer 2\Transient Layer 2 - 4_10C4C929.wem		\Actor-Mixer Hierarchy\Alpha-Sounds\Player\PlayerCombat\WaveGun\PrimaryFireSFX\PrimaryFireBlend\Transient Layer 2\Transient Layer 2 - 4		408180
	53484955	Suit - Low	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Suit AI\Suit - Low_10C4C929.wem		\Actor-Mixer Hierarchy\Alpha-Sounds\AI Suit\Suit\Suit AI\HealthStatus\Suit - Low		345664
	57506250	FS 1 M2 - 4	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\NovaStrike Footstep Package\FS 1 M2\FS 1 M2 - 4_10C4C929.wem		\Actor-Mixer Hierarchy\Alpha-Sounds\Player\PlayerLocomotion\PlayerFootsteps\FS 1 M2\FS 1 M2 - 4		72064
	70929205	Layer2- Punch 6	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\HItSFXPackage\BaseHit\Layer2 - Punch\Layer2- Punch 6_10C4C929.wem		\Actor-Mixer Hierarchy\Alpha-Sounds\Player\PlayerCombat\PlayerMelee\Weapon\BaseHit\Layer2 - Punch\Layer2- Punch 6		85880
	71490517	Saideed FS - 2	E:\NovaStrike\NovaStrike-Capstone\NovaStrike-Capstone_WwiseProject\.cache\Windows\SFX\Saideed Noises\Saideed Footsteps\Saideed FS - 2_10C4C929.wem		\Actor-Mixer Hierarchy\Alpha-Sounds\Saideed\SaideedLocomotion\Saideed Footsteps\Saideed FS - 2		54964
